label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
inadequadas para corte,610,244,29,108,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,472,260,51,70,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,433,298,38,54,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,481,168,42,103,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,341,261,98,113,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,344,174,57,126,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,303,305,68,93,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,264,329,41,85,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,225,316,55,96,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,505,0,131,115,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,562,86,78,126,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,312,77,53,156,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,281,213,71,88,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,258,131,40,127,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,174,0,144,136,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,156,124,107,127,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,152,229,70,83,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,173,261,49,99,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,122,379,57,63,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,3,308,47,112,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,61,191,78,111,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,36,126,99,70,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,26,35,112,104,140_orelha_de_elefante.jpg,640,640
adequadas para corte,220,409,50,78,140_orelha_de_elefante.jpg,640,640
adequadas para corte,269,429,58,96,140_orelha_de_elefante.jpg,640,640
adequadas para corte,280,415,28,51,140_orelha_de_elefante.jpg,640,640
adequadas para corte,179,407,44,113,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,149,38,256,529,141_orelha_de_elefante.jpg,640,640
inadequadas para corte,329,273,167,367,141_orelha_de_elefante.jpg,640,640
inadequadas para corte,474,396,42,220,141_orelha_de_elefante.jpg,640,640
inadequadas para corte,23,260,168,366,141_orelha_de_elefante.jpg,640,640
inadequadas para corte,28,0,239,332,141_orelha_de_elefante.jpg,640,640
adequadas para corte,386,0,254,281,141_orelha_de_elefante.jpg,640,640
adequadas para corte,0,467,253,173,142_orelha_de_elefante.jpg,640,640
inadequadas para corte,122,57,101,436,142_orelha_de_elefante.jpg,640,640
inadequadas para corte,63,198,58,184,142_orelha_de_elefante.jpg,640,640
inadequadas para corte,238,181,176,459,142_orelha_de_elefante.jpg,640,640
inadequadas para corte,397,111,162,304,142_orelha_de_elefante.jpg,640,640
inadequadas para corte,396,383,196,257,142_orelha_de_elefante.jpg,640,640
inadequadas para corte,542,127,98,327,142_orelha_de_elefante.jpg,640,640
inadequadas para corte,298,18,110,167,142_orelha_de_elefante.jpg,640,640
inadequadas para corte,212,41,100,176,142_orelha_de_elefante.jpg,640,640
inadequadas para corte,471,20,78,180,142_orelha_de_elefante.jpg,640,640
inadequadas para corte,236,34,179,456,143_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,184,129,351,143_orelha_de_elefante.jpg,640,640
inadequadas para corte,125,221,122,323,143_orelha_de_elefante.jpg,640,640
inadequadas para corte,107,0,153,295,143_orelha_de_elefante.jpg,640,640
inadequadas para corte,404,208,104,409,143_orelha_de_elefante.jpg,640,640
inadequadas para corte,502,320,53,197,143_orelha_de_elefante.jpg,640,640
adequadas para corte,394,0,246,224,143_orelha_de_elefante.jpg,640,640
inadequadas para corte,301,446,101,169,143_orelha_de_elefante.jpg,640,640
inadequadas para corte,226,469,84,160,143_orelha_de_elefante.jpg,640,640
inadequadas para corte,92,466,75,151,143_orelha_de_elefante.jpg,640,640
adequadas para corte,184,278,228,296,144_orelha_de_elefante.jpg,640,640
adequadas para corte,380,464,230,176,144_orelha_de_elefante.jpg,640,640
adequadas para corte,493,237,107,223,144_orelha_de_elefante.jpg,640,640
adequadas para corte,227,127,147,153,144_orelha_de_elefante.jpg,640,640
inadequadas para corte,271,0,60,141,144_orelha_de_elefante.jpg,640,640
adequadas para corte,39,402,47,171,144_orelha_de_elefante.jpg,640,640
adequadas para corte,67,530,41,109,144_orelha_de_elefante.jpg,640,640
adequadas para corte,61,340,88,114,144_orelha_de_elefante.jpg,640,640
adequadas para corte,85,427,83,146,144_orelha_de_elefante.jpg,640,640
adequadas para corte,170,378,58,181,144_orelha_de_elefante.jpg,640,640
inadequadas para corte,350,60,224,228,144_orelha_de_elefante.jpg,640,640
inadequadas para corte,147,17,114,102,144_orelha_de_elefante.jpg,640,640
inadequadas para corte,48,79,206,217,144_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,87,75,117,144_orelha_de_elefante.jpg,640,640
adequadas para corte,571,80,69,307,145_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,550,86,90,145_orelha_de_elefante.jpg,640,640
adequadas para corte,364,245,260,395,145_orelha_de_elefante.jpg,640,640
adequadas para corte,474,0,141,153,145_orelha_de_elefante.jpg,640,640
adequadas para corte,392,67,92,187,145_orelha_de_elefante.jpg,640,640
adequadas para corte,298,276,77,279,145_orelha_de_elefante.jpg,640,640
adequadas para corte,182,141,70,402,145_orelha_de_elefante.jpg,640,640
adequadas para corte,241,78,59,242,145_orelha_de_elefante.jpg,640,640
adequadas para corte,108,0,171,91,145_orelha_de_elefante.jpg,640,640
adequadas para corte,0,163,147,195,145_orelha_de_elefante.jpg,640,640
adequadas para corte,0,0,51,192,145_orelha_de_elefante.jpg,640,640
adequadas para corte,12,348,138,238,145_orelha_de_elefante.jpg,640,640
adequadas para corte,106,264,88,355,145_orelha_de_elefante.jpg,640,640
adequadas para corte,409,0,231,502,146_orelha_de_elefante.jpg,640,640
adequadas para corte,500,421,140,219,146_orelha_de_elefante.jpg,640,640
adequadas para corte,386,480,94,160,146_orelha_de_elefante.jpg,640,640
adequadas para corte,293,454,107,185,146_orelha_de_elefante.jpg,640,640
adequadas para corte,285,155,117,287,146_orelha_de_elefante.jpg,640,640
adequadas para corte,243,24,83,203,146_orelha_de_elefante.jpg,640,640
adequadas para corte,102,32,160,359,146_orelha_de_elefante.jpg,640,640
adequadas para corte,44,42,168,247,146_orelha_de_elefante.jpg,640,640
adequadas para corte,27,43,73,211,146_orelha_de_elefante.jpg,640,640
adequadas para corte,0,245,111,220,146_orelha_de_elefante.jpg,640,640
adequadas para corte,162,367,106,228,146_orelha_de_elefante.jpg,640,640
adequadas para corte,9,544,171,96,146_orelha_de_elefante.jpg,640,640
inadequadas para corte,82,0,120,61,146_orelha_de_elefante.jpg,640,640
adequadas para corte,9,234,130,256,147_orelha_de_elefante.jpg,640,640
adequadas para corte,74,113,84,136,147_orelha_de_elefante.jpg,640,640
adequadas para corte,0,133,75,127,147_orelha_de_elefante.jpg,640,640
adequadas para corte,180,21,128,134,147_orelha_de_elefante.jpg,640,640
adequadas para corte,133,202,107,140,147_orelha_de_elefante.jpg,640,640
adequadas para corte,173,326,109,169,147_orelha_de_elefante.jpg,640,640
adequadas para corte,149,357,52,123,147_orelha_de_elefante.jpg,640,640
adequadas para corte,290,153,32,284,147_orelha_de_elefante.jpg,640,640
adequadas para corte,293,147,49,155,147_orelha_de_elefante.jpg,640,640
adequadas para corte,398,14,143,144,147_orelha_de_elefante.jpg,640,640
adequadas para corte,517,86,123,225,147_orelha_de_elefante.jpg,640,640
adequadas para corte,418,218,179,377,147_orelha_de_elefante.jpg,640,640
adequadas para corte,361,237,57,203,147_orelha_de_elefante.jpg,640,640
adequadas para corte,294,386,60,126,147_orelha_de_elefante.jpg,640,640
inadequadas para corte,179,478,69,127,147_orelha_de_elefante.jpg,640,640
inadequadas para corte,47,481,48,159,147_orelha_de_elefante.jpg,640,640
inadequadas para corte,142,478,31,158,147_orelha_de_elefante.jpg,640,640
inadequadas para corte,111,21,72,89,147_orelha_de_elefante.jpg,640,640
inadequadas para corte,72,59,42,64,147_orelha_de_elefante.jpg,640,640
adequadas para corte,83,384,68,208,147_orelha_de_elefante.jpg,640,640
inadequadas para corte,193,265,266,371,148_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,177,290,339,148_orelha_de_elefante.jpg,640,640
inadequadas para corte,39,0,230,205,148_orelha_de_elefante.jpg,640,640
adequadas para corte,274,0,147,291,148_orelha_de_elefante.jpg,640,640
adequadas para corte,484,127,63,221,148_orelha_de_elefante.jpg,640,640
adequadas para corte,538,128,102,272,148_orelha_de_elefante.jpg,640,640
inadequadas para corte,541,368,76,267,148_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,0,216,442,149_orelha_de_elefante.jpg,640,640
inadequadas para corte,171,0,292,282,149_orelha_de_elefante.jpg,640,640
adequadas para corte,483,134,157,383,149_orelha_de_elefante.jpg,640,640
adequadas para corte,164,292,192,306,149_orelha_de_elefante.jpg,640,640
adequadas para corte,440,177,200,229,150_orelha_de_elefante.jpg,640,640
adequadas para corte,480,35,111,241,150_orelha_de_elefante.jpg,640,640
adequadas para corte,370,47,144,235,150_orelha_de_elefante.jpg,640,640
adequadas para corte,271,195,119,287,150_orelha_de_elefante.jpg,640,640
adequadas para corte,115,0,153,133,150_orelha_de_elefante.jpg,640,640
inadequadas para corte,258,0,120,211,150_orelha_de_elefante.jpg,640,640
inadequadas para corte,524,413,116,223,150_orelha_de_elefante.jpg,640,640
inadequadas para corte,333,404,127,175,150_orelha_de_elefante.jpg,640,640
inadequadas para corte,250,487,81,153,150_orelha_de_elefante.jpg,640,640
inadequadas para corte,146,503,93,137,150_orelha_de_elefante.jpg,640,640
inadequadas para corte,117,262,70,131,150_orelha_de_elefante.jpg,640,640
inadequadas para corte,60,100,84,296,150_orelha_de_elefante.jpg,640,640
inadequadas para corte,211,337,99,133,150_orelha_de_elefante.jpg,640,640
inadequadas para corte,207,258,75,69,150_orelha_de_elefante.jpg,640,640
inadequadas para corte,178,137,104,139,150_orelha_de_elefante.jpg,640,640
adequadas para corte,50,396,100,167,150_orelha_de_elefante.jpg,640,640
inadequadas para corte,409,420,105,220,151_orelha_de_elefante.jpg,640,640
inadequadas para corte,459,362,97,134,151_orelha_de_elefante.jpg,640,640
inadequadas para corte,461,297,68,109,151_orelha_de_elefante.jpg,640,640
inadequadas para corte,541,239,58,124,151_orelha_de_elefante.jpg,640,640
inadequadas para corte,418,180,83,148,151_orelha_de_elefante.jpg,640,640
inadequadas para corte,500,136,76,151,151_orelha_de_elefante.jpg,640,640
inadequadas para corte,554,83,86,153,151_orelha_de_elefante.jpg,640,640
inadequadas para corte,375,25,75,149,151_orelha_de_elefante.jpg,640,640
inadequadas para corte,277,91,105,176,151_orelha_de_elefante.jpg,640,640
inadequadas para corte,299,187,52,171,151_orelha_de_elefante.jpg,640,640
inadequadas para corte,77,76,131,208,151_orelha_de_elefante.jpg,640,640
inadequadas para corte,35,478,75,162,151_orelha_de_elefante.jpg,640,640
adequadas para corte,0,300,102,233,151_orelha_de_elefante.jpg,640,640
adequadas para corte,96,281,208,209,151_orelha_de_elefante.jpg,640,640
adequadas para corte,191,402,96,224,151_orelha_de_elefante.jpg,640,640
adequadas para corte,276,374,122,226,151_orelha_de_elefante.jpg,640,640
adequadas para corte,502,488,135,137,151_orelha_de_elefante.jpg,640,640
adequadas para corte,362,203,88,201,151_orelha_de_elefante.jpg,640,640
inadequadas para corte,276,330,96,120,152_orelha_de_elefante.jpg,640,640
inadequadas para corte,320,260,70,78,152_orelha_de_elefante.jpg,640,640
inadequadas para corte,402,280,62,116,152_orelha_de_elefante.jpg,640,640
inadequadas para corte,174,291,58,167,152_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,378,93,193,152_orelha_de_elefante.jpg,640,640
inadequadas para corte,258,0,107,238,152_orelha_de_elefante.jpg,640,640
inadequadas para corte,326,156,91,135,152_orelha_de_elefante.jpg,640,640
inadequadas para corte,457,131,68,264,152_orelha_de_elefante.jpg,640,640
inadequadas para corte,370,362,77,135,152_orelha_de_elefante.jpg,640,640
inadequadas para corte,428,401,91,147,152_orelha_de_elefante.jpg,640,640
inadequadas para corte,140,423,108,124,152_orelha_de_elefante.jpg,640,640
inadequadas para corte,253,462,82,149,152_orelha_de_elefante.jpg,640,640
inadequadas para corte,325,490,95,150,152_orelha_de_elefante.jpg,640,640
adequadas para corte,140,58,114,219,152_orelha_de_elefante.jpg,640,640
adequadas para corte,55,46,94,222,152_orelha_de_elefante.jpg,640,640
adequadas para corte,7,165,176,212,152_orelha_de_elefante.jpg,640,640
adequadas para corte,357,2,127,170,152_orelha_de_elefante.jpg,640,640
adequadas para corte,527,313,91,136,152_orelha_de_elefante.jpg,640,640
adequadas para corte,182,162,372,318,153_orelha_de_elefante.jpg,640,640
adequadas para corte,462,401,178,186,153_orelha_de_elefante.jpg,640,640
adequadas para corte,298,514,180,126,153_orelha_de_elefante.jpg,640,640
adequadas para corte,120,514,188,120,153_orelha_de_elefante.jpg,640,640
adequadas para corte,40,475,76,158,153_orelha_de_elefante.jpg,640,640
inadequadas para corte,280,401,66,191,153_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,252,165,231,153_orelha_de_elefante.jpg,640,640
inadequadas para corte,123,43,126,287,153_orelha_de_elefante.jpg,640,640
inadequadas para corte,34,78,104,176,153_orelha_de_elefante.jpg,640,640
inadequadas para corte,298,0,224,168,153_orelha_de_elefante.jpg,640,640
inadequadas para corte,547,104,93,149,153_orelha_de_elefante.jpg,640,640
inadequadas para corte,548,256,92,131,153_orelha_de_elefante.jpg,640,640
inadequadas para corte,350,13,90,249,154_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,275,94,184,154_orelha_de_elefante.jpg,640,640
inadequadas para corte,487,330,153,310,154_orelha_de_elefante.jpg,640,640
adequadas para corte,85,144,443,425,154_orelha_de_elefante.jpg,640,640
adequadas para corte,388,1,249,113,154_orelha_de_elefante.jpg,640,640
adequadas para corte,197,0,156,122,154_orelha_de_elefante.jpg,640,640
adequadas para corte,0,8,196,260,154_orelha_de_elefante.jpg,640,640
inadequadas para corte,114,310,128,315,155_orelha_de_elefante.jpg,640,640
inadequadas para corte,270,12,43,224,155_orelha_de_elefante.jpg,640,640
inadequadas para corte,566,189,74,157,155_orelha_de_elefante.jpg,640,640
adequadas para corte,462,0,178,178,155_orelha_de_elefante.jpg,640,640
adequadas para corte,169,114,401,379,155_orelha_de_elefante.jpg,640,640
adequadas para corte,71,0,216,122,155_orelha_de_elefante.jpg,640,640
inadequadas para corte,319,448,262,192,155_orelha_de_elefante.jpg,640,640
inadequadas para corte,12,410,116,211,155_orelha_de_elefante.jpg,640,640
inadequadas para corte,189,516,91,64,156_orelha_de_elefante.jpg,640,640
inadequadas para corte,293,419,133,66,156_orelha_de_elefante.jpg,640,640
inadequadas para corte,475,451,91,44,156_orelha_de_elefante.jpg,640,640
inadequadas para corte,226,410,38,78,156_orelha_de_elefante.jpg,640,640
inadequadas para corte,285,288,58,87,156_orelha_de_elefante.jpg,640,640
inadequadas para corte,440,56,162,264,156_orelha_de_elefante.jpg,640,640
inadequadas para corte,464,482,55,128,156_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,0,174,133,156_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,144,134,277,156_orelha_de_elefante.jpg,640,640
adequadas para corte,126,82,310,261,156_orelha_de_elefante.jpg,640,640
adequadas para corte,551,389,89,166,156_orelha_de_elefante.jpg,640,640
adequadas para corte,569,561,71,79,156_orelha_de_elefante.jpg,640,640
adequadas para corte,324,338,105,125,156_orelha_de_elefante.jpg,640,640
inadequadas para corte,396,251,86,177,156_orelha_de_elefante.jpg,640,640
inadequadas para corte,105,507,66,117,156_orelha_de_elefante.jpg,640,640
adequadas para corte,469,329,47,127,156_orelha_de_elefante.jpg,640,640
